,iteration,MRR
316,316,781.0833333333334
317,317,583.75
318,318,661.6666666666666
319,319,622.25
320,320,466.5
321,321,587.0833333333334
322,322,365.5
323,323,599.4166666666666
324,324,534.4166666666666
325,325,466.0833333333333
326,326,436.0833333333333
327,327,769.5
328,328,524.4166666666666
329,329,311.5
330,330,54.833333333333336
331,331,487.3333333333333
332,332,403.0833333333333
333,333,714.25
334,334,404.75
335,335,524.75
336,336,480.1666666666667
337,337,536.8333333333334
338,338,596.1666666666666
339,339,704.0833333333334
340,340,693.3333333333334
341,341,585.0
342,342,315.6666666666667
343,343,661.6666666666666
344,344,738.1666666666666
345,345,344.8333333333333
346,346,527.9166666666666
347,347,389.5
348,348,621.4166666666666
349,349,651.1666666666666
350,350,575.3333333333334
351,351,524.75
352,352,253.75
353,353,579.0
354,354,648.0
355,355,664.9166666666666
356,356,664.6666666666666
357,357,749.5
358,358,647.3333333333334
359,359,579.0833333333334
360,360,316.1666666666667
361,361,450.5833333333333
362,362,666.8333333333334
363,363,436.1666666666667
364,364,419.0
365,365,448.4166666666667
366,366,561.8333333333334
367,367,696.0833333333334
368,368,693.8333333333334
369,369,735.6666666666666
370,370,557.5
371,371,730.8333333333334
372,372,552.9166666666666
373,373,329.3333333333333
374,374,766.0833333333334
375,375,477.9166666666667
376,376,527.4166666666666
377,377,486.6666666666667
378,378,615.75
379,379,606.6666666666666
380,380,456.25
381,381,654.9166666666666
382,382,501.6666666666667
383,383,678.5833333333334
384,384,708.4166666666666
385,385,602.1666666666666
386,386,546.0833333333334
387,387,341.1666666666667
388,388,472.5
389,389,620.4166666666666
390,390,807.25
391,391,771.0833333333334
392,392,523.0833333333334
393,393,548.25
394,394,649.5
395,395,587.1666666666666
396,396,507.6666666666667
397,397,396.3333333333333
398,398,503.4166666666667
399,399,518.25
400,400,663.25
401,401,416.75
402,402,650.0833333333334
403,403,726.4166666666666
404,404,679.3333333333334
405,405,706.1666666666666
406,406,715.9166666666666
407,407,559.75
408,408,547.6666666666666
409,409,735.75
410,410,308.5
411,411,696.8333333333334
412,412,551.3333333333334
413,413,277.4166666666667
414,414,501.6666666666667
415,415,281.5833333333333
416,416,686.9166666666666
417,417,628.3333333333334
418,418,569.0833333333334
419,419,397.0833333333333
420,420,545.5833333333334
421,421,526.3333333333334
422,422,580.0
423,423,510.0833333333333
424,424,406.75
425,425,588.25
426,426,390.3333333333333
427,427,620.9166666666666
428,428,625.5
429,429,466.8333333333333
430,430,461.1666666666667
431,431,647.8333333333334
432,432,223.5
433,433,577.8333333333334
434,434,524.0
435,435,555.5
436,436,455.8333333333333
437,437,581.6666666666666
438,438,484.8333333333333
439,439,618.0
440,440,715.3333333333334
441,441,632.1666666666666
442,442,498.75
443,443,558.0
444,444,558.75
445,445,667.25
446,446,634.4166666666666
447,447,461.9166666666667
448,448,421.0833333333333
449,449,508.4166666666667
450,450,559.3333333333334
451,451,390.1666666666667
452,452,611.8333333333334
453,453,550.0833333333334
454,454,293.1666666666667
455,455,576.4166666666666
456,456,561.4166666666666
457,457,665.0833333333334
458,458,516.0
459,459,568.25
460,460,601.1666666666666
461,461,383.8333333333333
462,462,626.5
463,463,677.25
464,464,398.5
465,465,328.1666666666667
466,466,520.4166666666666
467,467,359.9166666666667
468,468,583.9166666666666
469,469,663.25
470,470,570.4166666666666
471,471,482.0833333333333
472,472,681.9166666666666
473,473,444.4166666666667
474,474,680.0833333333334
475,475,656.5
476,476,654.3333333333334
477,477,502.1666666666667
478,478,375.9166666666667
479,479,561.5
480,480,553.25
481,481,606.6666666666666
482,482,539.8333333333334
483,483,219.16666666666666
484,484,560.0833333333334
485,485,581.75
486,486,637.8333333333334
487,487,560.3333333333334
488,488,607.0833333333334
489,489,403.5
490,490,660.6666666666666
491,491,660.75
492,492,608.1666666666666
493,493,470.25
494,494,591.25
495,495,488.75
496,496,663.0833333333334
497,497,645.9166666666666
498,498,714.0
499,499,488.25
500,500,453.25
501,501,675.8333333333334
502,502,640.25
503,503,301.9166666666667
504,504,428.5
505,505,557.3333333333334
506,506,484.1666666666667
507,507,757.25
508,508,557.0833333333334
509,509,631.1666666666666
510,510,509.3333333333333
511,511,514.1666666666666
512,512,772.25
513,513,346.0833333333333
514,514,635.6666666666666
515,515,560.9166666666666
516,516,515.5
517,517,598.8333333333334
518,518,686.25
519,519,698.75
520,520,363.1666666666667
521,521,403.25
522,522,722.5833333333334
523,523,504.6666666666667
524,524,635.9166666666666
525,525,762.5
526,526,528.8333333333334
527,527,472.25
528,528,752.0833333333334
529,529,454.5833333333333
530,530,566.8333333333334
531,531,619.9166666666666
532,532,650.0
533,533,787.5833333333334
534,534,683.4166666666666
535,535,591.5833333333334
536,536,582.5833333333334
537,537,373.3333333333333
538,538,503.4166666666667
539,539,688.5
540,540,468.5833333333333
541,541,709.1666666666666
542,542,329.3333333333333
543,543,642.4166666666666
544,544,326.3333333333333
545,545,540.0833333333334
546,546,490.8333333333333
547,547,550.1666666666666
548,548,431.6666666666667
549,549,374.1666666666667
550,550,448.1666666666667
551,551,604.3333333333334
552,552,412.0
553,553,546.9166666666666
554,554,575.6666666666666
555,555,596.5833333333334
556,556,399.6666666666667
557,557,455.5833333333333
558,558,527.4166666666666
559,559,749.5833333333334
560,560,629.8333333333334
561,561,693.25
562,562,609.4166666666666
563,563,545.8333333333334
564,564,347.4166666666667
565,565,560.6666666666666
566,566,396.5833333333333
567,567,563.75
568,568,760.0
569,569,447.8333333333333
570,570,384.25
571,571,386.8333333333333
572,572,550.25
573,573,650.0833333333334
574,574,410.1666666666667
575,575,520.8333333333334
576,576,478.9166666666667
577,577,430.25
578,578,728.5833333333334
579,579,579.1666666666666
580,580,546.75
581,581,582.4166666666666
582,582,666.4166666666666
583,583,575.4166666666666
584,584,620.5833333333334
585,585,512.4166666666666
586,586,616.5833333333334
587,587,435.0833333333333
588,588,716.4166666666666
589,589,291.1666666666667
590,590,697.8333333333334
591,591,311.6666666666667
592,592,660.25
593,593,495.0833333333333
594,594,534.3333333333334
595,595,657.1666666666666
596,596,690.8333333333334
597,597,563.6666666666666
598,598,652.5
599,599,696.5
600,600,634.0
601,601,553.5833333333334
602,602,640.8333333333334
603,603,390.0
604,604,588.25
605,605,325.4166666666667
606,606,507.6666666666667
607,607,307.8333333333333
608,608,385.1666666666667
609,609,436.1666666666667
610,610,336.4166666666667
611,611,423.9166666666667
612,612,516.0
613,613,574.4166666666666
614,614,655.25
615,615,671.9166666666666
616,616,207.25
617,617,642.1666666666666
618,618,480.5833333333333
619,619,393.5833333333333
620,620,641.0
621,621,229.83333333333334
622,622,574.8333333333334
623,623,473.1666666666667
624,624,556.75
625,625,726.75
626,626,515.6666666666666
627,627,605.9166666666666
628,628,475.0833333333333
629,629,707.6666666666666
630,630,476.8333333333333
631,631,295.1666666666667
632,632,263.9166666666667
633,633,437.75
634,634,544.25
635,635,309.3333333333333
636,636,545.75
637,637,625.5833333333334
638,638,627.6666666666666
639,639,558.25
640,640,565.75
641,641,757.25
642,642,206.66666666666666
643,643,666.1666666666666
644,644,663.6666666666666
645,645,489.75
646,646,620.25
647,647,426.9166666666667
648,648,763.75
649,649,431.8333333333333
650,650,774.0
651,651,661.0833333333334
652,652,449.9166666666667
653,653,749.25
654,654,658.0833333333334
655,655,727.5833333333334
656,656,629.6666666666666
657,657,338.6666666666667
658,658,387.9166666666667
659,659,550.1666666666666
660,660,555.75
661,661,695.75
662,662,400.25
663,663,498.3333333333333
664,664,397.0833333333333
665,665,351.8333333333333
666,666,497.25
667,667,526.25
668,668,557.0
669,669,558.8333333333334
670,670,544.5
671,671,330.75
672,672,444.75
673,673,494.25
674,674,691.6666666666666
675,675,488.3333333333333
676,676,448.75
677,677,645.3333333333334
678,678,558.6666666666666
679,679,679.9166666666666
680,680,433.6666666666667
681,681,614.5833333333334
682,682,449.4166666666667
683,683,659.0833333333334
684,684,338.5833333333333
685,685,560.6666666666666
686,686,423.6666666666667
687,687,682.0
688,688,294.0833333333333
689,689,460.8333333333333
690,690,716.3333333333334
691,691,383.25
692,692,376.25
693,693,571.3333333333334
694,694,551.25
695,695,374.6666666666667
696,696,649.0
697,697,679.1666666666666
698,698,781.3333333333334
699,699,596.0833333333334
700,700,629.1666666666666
701,701,603.1666666666666
702,702,227.75
703,703,615.75
704,704,345.3333333333333
705,705,742.1666666666666
706,706,264.3333333333333
707,707,722.9166666666666
708,708,583.1666666666666
709,709,641.5833333333334
710,710,561.8333333333334
711,711,522.1666666666666
712,712,722.9166666666666
713,713,437.8333333333333
714,714,378.25
715,715,468.5
716,716,719.75
717,717,498.1666666666667
718,718,195.33333333333334
719,719,628.0833333333334
720,720,625.9166666666666
721,721,513.0
722,722,548.25
723,723,350.6666666666667
724,724,368.9166666666667
725,725,560.1666666666666
726,726,607.25
727,727,356.5833333333333
728,728,593.9166666666666
729,729,635.5
730,730,561.0833333333334
731,731,554.0833333333334
732,732,768.5
733,733,566.0
734,734,584.8333333333334
735,735,450.0833333333333
736,736,351.0
737,737,569.5833333333334
738,738,684.8333333333334
739,739,675.9166666666666
740,740,562.5833333333334
741,741,299.75
742,742,685.8333333333334
743,743,436.9166666666667
744,744,681.0833333333334
745,745,575.6666666666666
746,746,320.4166666666667
747,747,506.4166666666667
748,748,404.8333333333333
749,749,483.75
750,750,437.6666666666667
751,751,652.4166666666666
752,752,669.5833333333334
753,753,681.8333333333334
754,754,568.9166666666666
755,755,562.5
756,756,606.0833333333334
757,757,484.3333333333333
758,758,598.0
759,759,538.0833333333334
760,760,501.4166666666667
761,761,497.6666666666667
762,762,679.5
763,763,563.0
764,764,743.0
765,765,751.4166666666666
766,766,679.75
767,767,493.5833333333333
768,768,283.5
769,769,680.5833333333334
770,770,599.8333333333334
771,771,763.1666666666666
772,772,704.0
773,773,657.4166666666666
774,774,425.5833333333333
775,775,550.3333333333334
776,776,612.4166666666666
777,777,595.5833333333334
778,778,630.0
779,779,447.5833333333333
780,780,584.0833333333334
781,781,474.8333333333333
782,782,674.1666666666666
783,783,666.6666666666666
784,784,571.5833333333334
785,785,709.5
786,786,355.25
787,787,522.25
788,788,518.0
789,789,340.6666666666667
790,790,599.0
791,791,528.3333333333334
792,792,542.5833333333334
793,793,580.6666666666666
794,794,645.6666666666666
795,795,509.6666666666667
796,796,508.8333333333333
797,797,294.5
798,798,694.8333333333334
799,799,651.0
800,800,695.25
801,801,501.6666666666667
802,802,730.3333333333334
803,803,560.75
804,804,631.9166666666666
805,805,610.4166666666666
806,806,527.0833333333334
807,807,473.5833333333333
808,808,662.4166666666666
809,809,505.6666666666667
810,810,678.8333333333334
811,811,625.75
812,812,306.75
813,813,626.8333333333334
814,814,590.0
815,815,476.25
816,816,715.5
817,817,656.25
818,818,437.9166666666667
819,819,626.0833333333334
820,820,571.0
821,821,573.1666666666666
822,822,323.4166666666667
823,823,666.1666666666666
824,824,515.6666666666666
825,825,520.0
826,826,642.1666666666666
827,827,507.5833333333333
828,828,219.25
829,829,410.0833333333333
830,830,571.1666666666666
831,831,395.5
832,832,775.0833333333334
833,833,609.5
834,834,497.1666666666667
835,835,519.5833333333334
836,836,522.0
837,837,649.6666666666666
838,838,537.25
839,839,529.3333333333334
840,840,443.0
841,841,443.5
842,842,355.5833333333333
843,843,688.6666666666666
844,844,510.25
845,845,526.9166666666666
846,846,584.0
847,847,566.4166666666666
848,848,583.1666666666666
849,849,519.0
850,850,412.4166666666667
851,851,491.75
852,852,589.0
853,853,645.25
854,854,507.25
855,855,515.1666666666666
856,856,704.3333333333334
857,857,532.5
858,858,730.25
859,859,677.1666666666666
860,860,568.8333333333334
861,861,748.4166666666666
862,862,468.5833333333333
863,863,435.0
864,864,642.8333333333334
865,865,672.75
866,866,372.25
867,867,585.0
868,868,690.6666666666666
869,869,443.0833333333333
870,870,514.3333333333334
871,871,615.25
872,872,242.0
873,873,659.75
874,874,380.8333333333333
875,875,632.1666666666666
876,876,372.5833333333333
877,877,607.5
878,878,439.8333333333333
879,879,402.75
880,880,427.3333333333333
881,881,629.0833333333334
882,882,331.0
883,883,638.6666666666666
884,884,716.75
885,885,453.5
886,886,747.0833333333334
887,887,513.0
888,888,640.1666666666666
889,889,281.0
890,890,637.6666666666666
891,891,424.8333333333333
892,892,573.1666666666666
893,893,821.9166666666666
894,894,568.8333333333334
895,895,689.5
896,896,607.0833333333334
897,897,462.6666666666667
898,898,656.3333333333334
899,899,705.25
900,900,282.5
901,901,637.75
902,902,531.3333333333334
903,903,684.0833333333334
904,904,634.0833333333334
905,905,392.0
906,906,551.8333333333334
907,907,413.0833333333333
908,908,536.1666666666666
909,909,592.5833333333334
910,910,704.75
911,911,364.4166666666667
912,912,613.4166666666666
913,913,466.4166666666667
914,914,381.75
915,915,629.0833333333334
916,916,656.0833333333334
917,917,550.0833333333334
918,918,233.08333333333334
919,919,639.5833333333334
920,920,602.5
921,921,381.75
922,922,726.0
923,923,648.9166666666666
924,924,464.0833333333333
925,925,549.5
926,926,599.8333333333334
927,927,475.8333333333333
928,928,490.4166666666667
929,929,507.25
930,930,521.0
931,931,360.0
932,932,384.25
933,933,588.4166666666666
934,934,372.4166666666667
935,935,325.75
936,936,395.9166666666667
937,937,636.75
938,938,371.5833333333333
939,939,258.6666666666667
940,940,627.0833333333334
941,941,751.4166666666666
942,942,366.5
943,943,601.1666666666666
944,944,433.3333333333333
945,945,198.33333333333334
946,946,359.75
947,947,698.75
948,948,666.0
949,949,713.6666666666666
950,950,402.0833333333333
951,951,516.1666666666666
952,952,585.1666666666666
953,953,427.0833333333333
954,954,564.0
955,955,573.8333333333334
956,956,441.0
957,957,639.5833333333334
958,958,705.5
959,959,536.5833333333334
960,960,545.0833333333334
961,961,643.6666666666666
962,962,566.4166666666666
963,963,656.3333333333334
964,964,709.5833333333334
965,965,441.5
966,966,530.8333333333334
967,967,550.25
968,968,695.75
969,969,431.9166666666667
970,970,673.75
971,971,747.1666666666666
972,972,515.9166666666666
973,973,537.5833333333334
974,974,445.8333333333333
975,975,607.4166666666666
976,976,560.25
977,977,394.3333333333333
978,978,607.4166666666666
979,979,724.5
980,980,401.1666666666667
981,981,695.5
982,982,502.8333333333333
983,983,426.3333333333333
984,984,414.75
985,985,700.9166666666666
986,986,428.6666666666667
987,987,366.4166666666667
988,988,487.6666666666667
989,989,239.66666666666666
990,990,592.8333333333334
991,991,557.0833333333334
992,992,305.9166666666667
993,993,511.6666666666667
994,994,421.25
995,995,311.5
996,996,577.9166666666666
997,997,298.25
998,998,486.6666666666667
