,Product,Ingredients,Rating
10,Hydraluron+ Volumising Lip Treatment,"
	Ingredients

	
		Polybutene, Hydrogenated Polydecene, Butyrospermum Parkii (Shea) Butter, Punica Granatum (Pomegranate) Sterols, Caprylic/Capric Triglyceride, Euphorbia Cerifera (Candelilla) Wax (Candelilla Cera / Cire De Candelilla), Isosorbide Disunflowerseedate, Hydroxystearic Acid, Mangifera Indica (Mango) Seed Butter, Tocopheryl Acetate, Ethylhexyl Palmitate, Cetearyl Ethylhexanoate, Polyethylene, Silica Dimethyl Silylate, Stearic Acid, 1,2-Hexanediol, Caprylyl Glycol, Tetrahexyldecyl Ascorbate, Sorbitan Isostearate, Carthamus Tinctorius (Safflower) Seed Oil, Palmitic Acid, Portulaca Pilosa Extract, Trihydroxystearin, Sucrose Cocoate, Camellia Oleifera Leaf Extract, Coffea Arabica (Seed) Extract, Euterpe Oleracea Fruit Extract, Garcinia Mangostana Peel Extract, Lycium Barbarum Fruit Extract, Morinda Citrifolia Fruit Extract, Punica Granatum Extract, Sodium Hyaluronate, Palmitoyl Tripeptide-38, Glucomannan.	
","<span class=""product-rating rating stars-5""></span>"
11,All Sport Performance Face Sunscreen SPF 30,"
	Ingredients

	
		Active Ingredients: Octocrylene 5%, Octisalate 5%, Avobenzone 3%. Inactive: Acetyl Hexapeptide-8, Aloe Barbadensis Leaf (Aloe Vera Gel) Juice, Aqua (Water), Ascorbyl Palmitate (Vitamin C), Butyoctyl Salicylate, Camellia Sinensis (Green Tea) Extract, Caprylic/Capric Triglyceride, Carthamus Tinctorius Sativus (Safflower) Oleosomes, Cetearyl Olivate, Cetyl Alcohol, Cucumus Sativus (Cucumber) Extract, Dimethicone, Ethylhexylglycerin, Glycerin, Glyceryl Stearate, Glycyrrhiza Glabra (Licorice) Extract, Helianthus Annuus (Sunflower) Oil, Hyaluronic Acid, Linoleic Acid, A-Lipoic Acid, Phenoxyethanol, Polysorbate-20, Sodium Hydroxide, Sorbitan Olivate, Stearyl Alcohol, Styrene/Acrylates Copolymer, Tocopheryl Acetate (Vitamin E).	
","<span class=""product-rating rating stars-5""></span>"
12,Cream Skin Milk Oil Cleanser,"
	Ingredients

	
		Water / Aqua / Eau, Hydrogenated Polyisobutene, Triethyl Hexanoin, Dipropylene Glycol, Isododecane, Caprylic/Capric Triglyceride, Polyglyceryl-3 Distearate, 1,2-Hexanediol, C12-14 Pareth-12, Glyceryl Stearate, Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Glyceryl Stearate Citrate, Simmondsia Chinensis (Jojoba) Seed Oil, Limnanthes Alba(Meadowfoam) Seed Oil, Xanthan Gum, Citric Acid, Caprylyl Glycol, Ethylhexylglycerin, Disodium EDTA, Propanediol, Camellia Sinensis Leaf Extract, Butylene Glycol, Glyceryl Caprylate, Polyglyceryl-10 Stearate, Glycerin, Inulin Lauryl Carbamate, Tocopherol.	
","<span class=""product-rating rating stars-5""></span>"
13,Universal C Skin Refiner,"
	Ingredients

	
		Cyclopentasiloxane, Isododecane, L-Ascorbic Acid (Pure Vitamin C), Isocetyl Stearate, Squalane, Polysilicone-11, Petrolatum, Camellia Sinensis Leaf Extract (Pure EGCG Green Tea), Tartaric Acid.	
","<span class=""product-rating rating stars-5""></span>"
14,Niacinamide Brightening Toner,"
	Ingredients

	
		Water/Aqua/Eau, Glycerin, Niacinamide, Butylene Glycol, 1,2-Hexanediol, 3-O-Ethyl Ascorbic Acid, Betaine, Arbutin, Theobroma Cacao (Cocoa) Seed Extract, Saccharomyces Ferment Filtrate, Glycyrrhiza Glabra (Licorice) Root Extract, Astragalus Membranaceus Root Extract, Rehmannia Glutinosa Root Extract, Sodium Hyaluronate, Ethylhexylglycerin, Glyceryl Polyacrylate, Carbomer, Tromethamine, Trisodium Ethylenediamine Disuccinate, Dextrin.	
","<span class=""product-rating rating stars-5""></span>"
15,Overnight Exfoliating Treatment,"
	Ingredients

	
		Water / Aqua / Eau, Glycolic Acid, Sodium Citrate, Propanediol, Glycerin, 1,2-Hexanediol, Lactic Acid, Salicylic Acid, Tocopherol, Sorbitan Oleate, Sodium Hyaluronate, Ethylhexylglycerin, Hydroxyethylcellulose, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isohexadecane, Xanthan Gum, Butylene Glycol, Polysorbate 80.	
","<span class=""product-rating rating stars-5""></span>"
16,CBD Skin Transformative Treatment Milk,"
	Ingredients

	
		Water (Aqua), Glycerin (skin-replenishing), Caprylic/Capric Triglyceride (emollient/skin-replenishing), Squalane (skin-replenishing), Simmondsia Chinensis (Jojoba) Seed Oil (non-fragrant antioxidant plant oil), Hydrogenated Lecithin (skin-restoring), Helianthus Annuus (Sunflower) Seed Oil (non-fragrant antioxidant plant oil), Cannabidiol (skin-restoring/skin-soothing), Cannabis Sativa (Hemp) Seed Oil (non-fragrant antioxidant plant oil) Borago Officinalis (Borage) Seed Oil (non-fragrant antioxidant plant oil), Centella Asiatica Extract (skin-soothing/antioxidant), Limnanthes Alba (Meadowfoam) Seed Oil (non-fragrant plant oil), Linum Usitatissimum (Linseed) Seed Oil (non-fragrant antioxidant plant oil), Lupinus Albus Seed Oil (non-fragrant antioxidant plant oil), Phospholipids (skin-replenishing/skin-restoring), Sodium Hyaluronate (skin-replenishing), Lecithin (skin-restoring), Tocopherol (vitamin E/antioxidant), Sodium PCA (skin-replenishing), Panthenol (hydration), Sodium Phytate (chelating agent), Tocopheryl Acetate (vitamin E/antioxidant), Xanthan Gum (thickener), Glyceryl Stearate Citrate (emulsifier), Polyglyceryl-3 Stearate (emulsifier), Pullulan (film-forming), Sclerotium Gum (thickener), Hexylene Glycol (texture enhancer), Phenoxyethanol (preservative), Caprylyl Glycol (preservative), Ethylhexylglycerin (preservative).	
","<span class=""product-rating rating stars-5""></span>"
17,Balancium B5 D-Panthenol Cream,"
	Ingredients

	
		Water, Panthenol, Helianthus Annuus (Sunflower) Seed Oil, Butylene Glycol, Caprylic/Capric Triglyceride, Glycerin, Pentylene Glycol, Vinyl Dimethicone, Silica, 1,2-Hexanediol, Cetearyl Alcohol, Polymethylsilsesquioxane, Dimethicone/Vinyl Dimethicone Crosspolymer, Cetearyl Olivate, Sorbitan Olivate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydroxyacetophenone, Carbomer, Tromethamine, Propanediol, Sodium Hyaluronate Crosspolymer, Hydrolyzed Glycosaminoglycans, Sodium Hyaluronate, Benzyl Glycol, Hydrolyzed Hyaluronic Acid, Ethylhexylglycerin, Hyaluronic Acid, Raspberry Ketone.	
","<span class=""product-rating rating stars-5""></span>"
18,Retinol Reform,"
	Ingredients

	
		Aqua (Water, Eau), Caprylic/Capric Triglyceride, Glycerin, Pyrus Malus (Apple) Fruit Extract, Lactic Acid, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Lactobacillus Ferment, Isohexadecane, Retinol, Copernicia Cerifera Cera (Copernicia Cerifera (Carnauba) Wax, Cire de Carnauba), Glucosamine HCl, Plankton Extract, Camellia Sinensis Leaf Extract, Aloe Barbadensis Leaf Juice, Tocopheryl Acetate, Hydrogenated Lecithin, Linoleic Acid, Glycine Soja (Soybean) Sterols, Phospholipids, Propanediol, Sodium Cocoamphoacetate, Polysorbate 60, Oryza Sativa (Rice) Bran Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Helianthus Annuus (Sunflower) Extract, Tocopherol, Cyamopsis Tetragonoloba, (Guar) Gum, Maltodextrin, Xanthan Gum, Lecithin, Hydrolyzed Algin, Xylitylglucoside, Anhydroxylitol, Xylitol, Tetrasodium Glutamate Diacetate, BHT, BHA, Sodium Hydroxide, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol.	
","<span class=""product-rating rating stars-5""></span>"
19,50 MG CBD Eye Cream,"
	Ingredients

	
		Water, Glycerin, Cannabidiol, Palmitoyl Tripeptide-5, Palmitoyl Tetrapeptide-7, Dipeptide-2, Cannabis Sativa (Hemp) Seed Oil, Panthenol, Dunaliella Salina Extract, Allantoin, Aloe Barbadensis Leaf Juice, Sodium Hyaluronate, Hesperidin Methyl Chalcone, Steareth-20, Sodium Polyacrylate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Phenoxyethanol, Ethylhexylglycerin, Citric Acid, Sodium Benzoate, Potassium Sorbate, Pantolactone, Tetrasodium EDTA.	
","<span class=""product-rating rating stars-5""></span>"
20,Vitamin C Glycolic Brightening Serum,"
	Ingredients

	
		Water/Aqua/Eau, Glycolic Acid, Glycerin, Caprylic/Capric Triglyceride, Dimethicone, Sodium Hydroxide, HDI/Trimethylol Hexyllactone Crosspolymer, Diisopropyl Sebacate, C13-16 Isoparaffin, Polyacrylate Crosspolymer-6, Dimethyl Isosorbide, Ascorbic Acid, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Glutathione, Tetrahexyldecyl Ascorbate, Cetearyl Isononanoate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Oleyl Alcohol, Silica, Hexylresorcinol, Polysilicone-11, Triheptanoin, Polyisobutene, Marrubium Vulgare Meristem Cell Culture, Zanthoxylum Bungeanum Fruit Extract, Hydrolyzed Verbascum Thapsus Flower, Butylene Glycol, Mica, Hexylene Glycol, Sodium Surfactin, Xymenynic Acid, Tocopheryl Acetate, PEG-7 Trimethylolpropane Coconut Ether, Terminalia Ferdinandiana Fruit Extract, Sorbitol, Tin Oxide, Xanthan Gum, t-Butyl Alcohol, Chlorella Vulgaris Extract, Decyl Glucoside, Gold, Citric Acid, Caprylyl Glycol, Phenoxyethanol, Ethylhexylglycerin, Sodium Benzoate, Potassium Sorbate, Titanium Dioxide (CI 77891).	
","<span class=""product-rating rating stars-5""></span>"
21,Tone Perfecting Serum B3 + Vitamin C,"
	Ingredients

	
		Water, Dimethicone, Niacinamide, Glycerin, Butylene Glycol, Sodium Ascorbyl Phosphate, Panthenol, Hydroxyacetophenone, Dimethiconol. Polysorbate 20, Disodium EDTA, Dimethicone Crosspolymer Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aminomethyl Propanol, Phenoxyethanol.	
","<span class=""product-rating rating stars-5""></span>"
22,Wrinkle Correction Serum B3 + Peptides,"
	Ingredients

	
		Water, Dimethicone, Glycerin, Niacinamide, Butylene Glycol, Palmitoyl Pentapeptide-4, Palmitoyl Dipeptide-7, Panthenol, Hydroxyacetophenone, Dimethiconol, Polysorbate 20, Disodium EDTA, Dimethicone Crosspolymer, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aminomethyl Propanol, Phenoxyethanol.	
","<span class=""product-rating rating stars-5""></span>"
23,Deep Hydration Serum B3 + Hyaluronic Acid,"
	Ingredients

	
		Water, Niacinamide, Glycerin, Butylene Glycol, Trehalose, Sodium Hyaluronate, Squalane, Panthenol, Hydroxyacetophenone, Polysorbate 20, Disodium EDTA, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Aminomethyl Propanol, Phenoxyethanol.	
","<span class=""product-rating rating stars-5""></span>"
24,CLINICAL Niacinamide 20% Treatment,"
	Ingredients

	
		Water (Aqua), Niacinamide (skin-restoring/skin-replenishing), Pentylene Glycol (solvent/texture enhancer), Butylene Glycol (slip agent/hydration), Glycerin (skin-replenishing), Acetyl Glucosamine (skin-replenishing), Ascorbyl Glucoside (vitamin C/antioxidant), Glycyrrhiza Glabra (Licorice) Root Extract (skin-soothing/antioxidant), Spiraea Ulmaria (Meadowsweet) Extract (antioxidant), Portulaca Oleracea (Purslane) Extract (antioxidant), Camellia Japonica Flower Extract (antioxidant), Epigallocatechin Gallate (green tea-derived antioxidant), Boerhavia Diffusa Root Extract (skin-soothing), Camellia Sinensis (Green Tea) Leaf Extract (antioxidant), Allantoin (skin-soothing), Lecithin (skin-replenishing), Pullulan (texture enhancer), Panthenol (hydration), Silica (absorbent), Xanthan Gum (thickener), Sclerotium Gum (thickener), Propanediol (hydration), Sodium Phytate (chelating agent), Phenoxyethanol (preservative), Ethylhexylglycerin (preservative).	
","<span class=""product-rating rating stars-5""></span>"
25,Probiotic Nutrient Moisturizer,"
	Ingredients

	
		Water (Aqua), Isoamyl Laurate (emollient), Glycerin (skin-replenishing), Butylene Glycol (texture enhancer), Sodium Polyacrylate Starch (texture enhancer/stabilizer), Cetyl Alcohol (emollient), Lauroyl Lysine (texture enhancer/hydration) Lactobacillus/Rye Flour Ferment (probiotic/skin-soothing) Lactobacillus Ferment (probiotics/skin-soothing), Bifida Ferment Lysate (probiotic/skin-soothing), Glucomannan (prebiotic/hydration), Saccharomyces Lysate (postbiotic/hydration), Leuconostoc/Radish Root Ferment Filtrate (probiotic/skin-soothing), Glycine Soja (Soybean) Seed Extract (antioxidant), Camellia Sinensis (Green Tea) Leaf Extract (antioxidant), Tetrahexyldecyl Ascorbate (vitamin C/antioxidant), Acetyl Hexapeptide-1 (skin-restoring/skin-soothing), Palmitoyl Dipeptide-10 (antioxidant/skin-restoring), Ceramide NG (skin-replenishing), Orbignya Oleifera Seed Oil (non-fragrant antioxidant plan oil), Palmitoyl Proline (amino acid/hydration), Glycine (amino acid/hydration), Serine (amino acid/hydration), Threonine (amino acid/hydration), Alanine (amino acid/hydration), Valine (amino acid/hydration), Arginine (amino acid/hydration), Proline (amino acid/hydration), Lysine HCl (amino acid/hydration), Rubus Idaeus (Raspberry) Fruit Extract (prebiotic/antioxidant), Niacinamide(skin-restoring/skin-replenishing), Adenosine (skin-restoring), Lecithin (skin-restoring), Phytic Acid(chelating agent), Yeast Extract/Faex (prebiotic/postbiotic/hydration), Tocopherol (vitamin E/antioxidant), Sodium PCA (skin-replenishing), Sodium Lactate (postbiotic/hydration), PCA (skin-replenishing), Magnesium Palmitoyl Glutamate (skin-softening), Sodium Palmitoyl Sarcosinate (skin-softening), Isopropyl Palmitate (emollient), Glutamic Acid (amino acid/hydration), Betaine (hydration), Glyceryl Stearate (texture enhancer/emulsifier), Hydroxyacetophenone (antioxidant/hydration), Sodium Acrylates Copolymer (texture enhancer), Ceteth-20 (solubolizer), Steareth-20 (emulsifier), Polysorbate 20 (emulsifier), PEG-75 Stearate (cleansing agent), Caprylyl Glycol (preservative), Propylene Glycol (texture enhancer), 1,2-Hexanediol (preservative), Phenoxyethanol (preservative), Ethylhexylglycerin (preservative).

	
","<span class=""product-rating rating stars-5""></span>"
26,F-Balm Electrolyte Waterfacial,"
	Ingredients

	
		Water/Aqua/Eau, Squalane, Propanediol, Niacinamide, Olive Oil Glycereth-8 Esters, Coconut Alkanes, Cocos Nucifera (Coconut) Water, Simmondsia Chinensis (Jojoba) Seed Oil, Ammonium Acryloyldimethyltaurate/VP Copolymer, Glycerin, Mannitol, Sclerocarya Birrea Seed Oil, Sclerocarya Birrea Seed Butter, Sodium PCA, Opuntia Tuna Fruit Extract, Linum Usitatissimum (Linseed) Seed Oil, Sorbitol, Quercetin, Trehalose, Zea Mays (Corn) Oil, Cetyl Alcohol, Sucrose, Creatine, Inositol, Pentylene Glycol, Ferulic Acid, Hydroxytyrosol, Behenic Acid, Linoleic Acid, Cholesterol, Ceramide NS, Ceramide AP, Ceramide EOS, Ceramide NP, Ceramide EOP, Phospholipids, Sodium Hyaluronate Crosspolymer, Magnesium PCA, Microcrystalline Cellulose, Adenosine, Sodium Hyaluronate, Xanthan Gum, Caprooyl Phytosphingosine, Ascorbyl Palmitate, Hydroxypropyl Methylcellulose, Caprooyl Sphingosine, Coco-Caprylate/Caprate, Ceteareth-25, Citric Acid, Glyceryl Caprylate, Phenoxyethanol, Caprylyl Glycol, Sodium Benzoate, Tocopherol, Chlorphenesin, Potassium Sorbate, Ethylhexylglycerin.	
","<span class=""product-rating rating stars-5""></span>"
27,Vegan Milk Cleanser,"
	Ingredients

	
		Glycerin, Water (Aqua, Eau), Sodium Cocoyl Glycinate, Butylene Glycol, Squalane, Stearic Acid, Diheptyl Succinate, Butyrospermum Parkii (Shea) Butter, Vitis Vinifera (Grape) Seed Oil, Shea Butter Ethyl Esters, Capryloyl Glycerin/Sebacic Acid Copolymer, Avena Sativa (Oat) Kernel Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Adansonia Digitata Seed Oil, Citrullus Lanatus (Watermelon) Seed Oil, Argania Spinosa Kernel Oil, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Ficus Carica (Fig) Fruit Extract, Agastache Mexicana Flower/Leaf/Stem Extract, Avena Sativa (Oat) Kernel Extract, Adansonia Digitata Fruit Extract, Aloe Barbadensis Leaf Juice, Sodium Hyaluronate, Polyglyceryl-10 Laurate, Hydroxyethylcellulose, Cocamidopropyl Betaine, Sodium Lauroyl Methyl Isethionate, Sodium Methyl Oleoyl Taurate, Propanediol, Gluconolactone, Coco-Glucoside, Lauryl Glucoside, Octyldodecanol, Propylene Glycol, Octyldodecyl Xyloside, Glyceryl Caprylate, Glyceryl Undecylenate, Phospholipids, Xanthan Gum, PEG-30 Dipolyhydroxystearate, Polyglyceryl-10 Dioleate, Polyglyceryl-10 Oleate, Polyglyceryl-2 Isostearate, Calcium Gluconate, PEG-60 Hydrogenated Castor Oil, Disodium Sebacoyl Bis-Lauramidolysine, Disodium Phosphate, Polysorbate 60, Sodium Phosphate, Sodium Citrate, Sodium Benzoate, Potassium Sorbate.	
","<span class=""product-rating rating stars-5""></span>"
28,Bright-Eyed 100% Mineral Eye Cream SPF 40,"
	Ingredients

	
		Active Ingredients: Zinc Oxide 14.4%. Inactive Ingredients: Water, Caprylic/Capric Triglyceride, Glycerin, Propanediol, Butyloctyl Salicylate, Glyceryl Stearate Citrate, Lauroyl Lysine, Cetyl Esters, Inulin Lauryl Carbamate, Polyhydroxystearic Acid, Cetearyl Alcohol, Potassium Cetyl Phosphate, Griffonia Simplicifolia Seed Extract, Titanium Dioxide, Olive Oil Polyglyceryl-6 Esters, Mica, Triethoxycaprylylsilane, Microcrystalline Cellulose, Glyceryl Glucoside, Hydroxyacetophenone, Polyurethane-79, Diethylhexyl Syringylidenemalonate, Sodium Stearoyl Lactylate, 1,2-Hexanediol, Caprylyl Glycol, Sodium Citrate, Trisodium Ethylenediamine Disuccinate, Camellia Sinensis Leaf Extract, Lactobacillus Ferment Lysate, Punica Granatum Extract, Sodium Stearoyl Glutamate, Xanthan Gum, Cellulose Gum, Iron Oxides, Hedychium Coronarium Root Extract.	
","<span class=""product-rating rating stars-5""></span>"
