,Product,Ingredients,Rating
10,Cleansing Oil Balm,"
	Ingredients

	
		Capric/Caprylic Triglyceride, Isoamyl Laurate, Limanthes Alba (Meadowfoam) Seed Oil, Helianthus Annuus (Sunflower) Seed Wax, Polyglyceryl-2 Sesquioleate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Fragrance, Polyglyceryl-2 Caprate, Beeswax, Oryza Sativa (Rice) Bran Oil, Moringa Oleifera Seed Oil, Carthamus Tinctorius (Safflower) Seed Oil, Zea Mays (Corn) Oil, Tocopherol, Camellia Sinensis Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Medicago Sativa (Alfalfa) Leaf Extract.	
","<span class=""product-rating rating stars-2""></span>"
11,CBD Purifying Gel Balm Cleanser,"
	Ingredients

	
		Caprylic/Capric Triglyceride, Sodium Cocoyl Isethionate, Glycerin, Water/Aqua, Sucrose Laurate, Cannabis Sativa (Hemp) Seed Oil, Citrus Paradisi (Grapefruit) Oil, Sucrose Stearate, Hippophae Rhamnoides (Sea Buckthorn) Fruit Oil, Sucrose Palmitate, Cannabis Sativa (Hemp) Extract, Honey (Mel).	
","<span class=""product-rating rating stars-2""></span>"
12,Yerba Mate Resurfacing Energy Facial,"
	Ingredients

	
		Water/Aqua/Eau, Bambusa Arundinacea (Bamboo) Stem Extract, Diatomaceous Earth, Carthamus Tinctorius, (Safflower) Seed Oil, Propanediol, Aloe Barbadensis (Aloe Vera) Leaf Juice, Cetyl Alcohol, Glyceryl Stearate, Glycerin, Lactic Acid, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Niacinamide, Phenoxyethanol, C15-19 Alkane, Ilex Paraguariensis (Yerba Mate) Leaf Extract, Ilex Guayusa (Guayusa) Leaf Extract, Potassium Sorbate, Polylglyceryl-6 Laurate, Tocopherol, Ethylhexylglycerin, Bromelain (Pineapple), Sodium Phytate, Papain (Papaya), Polyglycerin-6 Laurate, Zingiber Officinale (Ginger) Root Oil, Passiflora Edulis (Passion Fruit) Extract, Xanthan Gum, Curcuma Longa (Turmeric) Root Powder, Hylocereus Undatus Fruit Extract.	
","<span class=""product-rating rating stars-2""></span>"
13,Melatonin Overnight Serum,"
	Ingredients

	
		Water (Aqua, Eau), Butylene Glycol, Bis-PEG-18 Methyl Ether Dimethyl Silane, Sodium Stearate, Pentylene Glycol, Glycerin, Albizia Julibrissin Bark Extract, PEG-100 Stearate, Oleth-2, Melatonin, Sodium Hyaluronate, Lavandula Angustifolia (Lavender) Oil, Chamomilla Recutita (Matricaria) Flower Extract, Euterpe Oleracea Fruit Extract, Lycium Barbarum Fruit Extract, Rubus Villosus (Blackberry) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Ipomoea Batatas (Sweet Potato) Root Extract, Opuntia Ficus-Indica Stem Extract, Tocopheryl Acetate, Polysorbate 20, Sea Water (Maris Aqua, Eau de Mer), Stearic Acid, Caprylyl Glycol, Hexylene Glycol, BHT, Sodium Benzoate, Chlorphenesin, Phenoxyethanol, Blue 1 (CI 42090), Red 40 (CI 16035).	
","<span class=""product-rating rating stars-2""></span>"
14,Soothing Clear Turmeric Oil-Free Gel Moisturizer,"
	Ingredients

	
		Water, Glycerin, Dimethicone, Zea Mays (Corn) Starch, Polyacrylamide, Phenoxyethanol, Cetearyl Olivate, Panthenol, C13-14 Isoparaffin, Sorbitan Olivate, Dimethicone Crosspolymer, Caprylyl Glycol, Ethylhexylglycerin, Fragrance, Carbomer, Laureth-7, Sodium Hydroxide, Curcuma Longa (Turmeric) Root Extract, Yellow 5, Yellow 6.	
","<span class=""product-rating rating stars-2""></span>"
15,Soothing Clear Turmeric Mist,"
	Ingredients

	
		Water, Glycerin, Glycereth-26, Polysorbate 20, Sodium Benzoate, Panthenol, Citric Acid, Fragrance, Curcuma Longa (Turmeric) Root Extract, Yellow 6.	
","<span class=""product-rating rating stars-2""></span>"
16,Rose Gold Rescue Soothing Toner Mist,"
	Ingredients

	
		Water (Aqua) (Eau), Rosa Damascena Flower Water, Tocopherol, Rosa Damascena Extract, Colloidal Gold, Rhododendron Ferrugineum Leaf Cell Culture Extract, Chamomilla Recutita (Matricaria) Flower Extract, Hamamelis Virginiana (Witch Hazel) Water, Epilobium Angustifolium Flower/Leaf/Stem Extract, Phalaenopsis Amabilis Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Pelargonium Graveolens Flower Oil, Helianthus Annuus (Sunflower) Seed Oil, Hydrolyzed Silk, Glycerin, Shea Butter Ethyl Esters, Sorbitan Olivate, Hydroxyacetophenone, Isomalt, Lecithin, Squalane, Cetearyl Olivate, Caprylic/Capric Triglyceride, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polysorbate 20, C14-22 Alcohols, C12-20 Alkyl Glucoside, Lactic Acid, Propanediol, Pentylene Glycol, Phenoxyethanol, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate, Sodium Metabisulfite, Benzoic Acid, Citric Acid, Limonene, Citronellol, Linalool, Geraniol	
","<span class=""product-rating rating stars-2""></span>"
17,Lip Plumping Serum,"
	Ingredients

	
		Water, Glycerin, Ethylhexyl Palmitate, 1,2-Hexanediol, Simmondsia Chinensis (Jojoba) Seed Oil, Glyceryl Stearate, Caprylic/Capric Triglyceride, Panthenol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, PEG-100 Stearate, Cetearyl Alcohol, Punica Granatum Flower Extract, Phenoxyethanol, Polyglyceryl-3 Diisostearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Dipotassium Glycyrrhizate, Glyceryl Polymethacrylate, Tromethamine, Vanillyl Butyl Ether, Propylene Glycol, Disodium EDTA, Palmitoyl Tripeptide-1.	
","<span class=""product-rating rating stars-2""></span>"
18,CoQ-10 Toner,"
	Ingredients

	
		Water, Aloe Barbadensis, Ubiquinone (Coenzyme Q10), Hyaluronic Acid, Anthemis Nobilis (Chamomile), Salvia Officinalis (Sage), Carica Papaya Leaf Extract, Cucums Sativus (Cucumber) Extract, Citrus Aurantium Flower Oil, Propanediol, Ethylhexylglycerin, Potassium Sorbate.	
","<span class=""product-rating rating stars-2""></span>"
19,Botanics Simply Calm Hydrating Overnight Mask for Stressed Skin,"
	Ingredients

	
		Water, Butyrospermum Parkii (Shea) Butter, Theobroma Cacao (Cocoa) Seed Butter, Helianthus Annuus (Sunflower) Seed Oil, Glycerin, Carpylic/Capric Triglyceride, Cannabis Sativa Seed Oil, Cetyl Alcohol, Cetearyl Glucoside, Aloe Barbadensis Leaf Juice, Sorbitan Olivate, Helianthus Annuus Seed Wax, Magnesium Aluminum Silicate, Euphorbia Cerifera (Candelilla) Wax, Dicapryl Ether, Phenoxyethanol, Persea Gratissima (Avocado) Oil, Ethylhexyglycerin, Sodium Stearoyl Glutamate, Xanthan Gum, Sodium Ascorbyl Phosphate, Dipotassium Glycyrrhizate, Sodium Hyaluronate, Tocopherol, Citric Acid, Argania Spinosa Kernel Oil, Sodium Phytate, Limonene, Lavandula Angustifolia (Lavender) Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Rosmarinus Officinalis (Rosemary) Flower/Leaf/Stem Oil, Linalool, Hydroxycitronellol, Citrus Tangerina (Tangerine) Peel Extract, Jasminum Officinale (Jasmine) Flower/Leaf/Stem Extract, Rose Extract, Citrus Aurantium Dulcis (Orange) Peel Extract, Impatiens Balsamina Flower Extract, Prunus Armeniaca (Apricot) Fruit Extract, Eugenia Caryophyllus (Clove) Flower Extract, Mangifera Indica (Mango) Fruit Extract, Lonicera Japonica (Honeysuckle) Flower Extract, Pyrus Malus (Apple) Fruit Extract, Eugenol.	
","<span class=""product-rating rating stars-2""></span>"
20,Mineral Sunscreen Face Gel-Lotion SPF 30,"
	Ingredients

	
		Active: Zinc Oxide 18.2%. Inactive: Acrylates Copolymer, Aloe Barbadensis Flower Extract, Aloe Barbadensis Leaf Juice, Alpha-Ionone, Butyrospermum Parkii (Shea) Butter, Caprylic/Capric Triglyceride, Caprylyl Glycol, Citric Acid, Coccinia Indica Fruit Extract, Corallina Officinalis Extract, Cucumis Sativus (Cucumber) Fruit Extract, Curcuma Longa (Turmeric) Root Extract, Decanal, Delta-Dodecalactone, Didecyldimonium Chloride, Dimethicone, Dimethyl Heptenal, Ethyl Ferulate, Gamma-Nonalactone, Gamma-Octalactone, Gamma-Undecalactone, Glycerin, Glyceryl Stearate SE, 3-Hexenol, Hexyl Acetate, Juniperus Virginiana Oil, Lauryl Glucoside, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Methyl Dihydroabietate, Methylpropanediol, Ocimum Basilicum (Basil) Flower/Leaf Extract, Ocimum Sanctum Leaf Extract, Olive Oil Polyglyceryl-6 Esters, Polyacrylate Crosspolymer-6, Polyhydroxystearic Acid, Polymethylsilsesquioxane, Polyquaternium-80, Polysilicone-11, Propylheptyl Caprylate, Solanum Melongena (Eggplant) Fruit Extract, Sorbitan Stearate, Sorbityl Laurate, Tridecane, Triethoxycaprylylsilane, Triethyl Citrate, Undecane, Water, Xanthan Gum.	
","<span class=""product-rating rating stars-2""></span>"
21,Matcha Face Milk,,"<span class=""product-rating rating stars-2""></span>"
22,Mattify Boost,"
	Ingredients

	
		Aqua (Water, Eau), Cetearyl Alcohol, Dimethicone, Stearic Acid, Glyceryl Stearate SE, Cyclopentasiloxane, Niacinamide, Theobroma Cacao (Cocoa) Seed Butter, Butyrospermum Parkii (Shea) Butter, Phenoxyethanol, Polysilicone-11, PEG-20 Stearate, Prunus Amygdalus Dulcis (Almond) Oil, Olus (Vegetable) Oil, Ethylhexylglycerin, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract.	
","<span class=""product-rating rating stars-2""></span>"
23,Watermelon Glow Lip Pop,"
	Ingredients

	
		Diisostearyl Malate, Pentaerythrityl Tetraisostearate, Hydrogenated Polyisobutene, Phytostearyl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Polyethylene, Diphenyl Dimethicone, Jojoba Esters, Tridecyl Trimellitate, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Caprylyl Methicone, Trioctyldodecyl Citrate, Microcrystalline Wax/Cire Microcristalline, Silica Dimethyl Silyate, Octyldodecanol, Citrullus Lanatus (Watermelon) Seed Oil, Coconut Flower Sugar, Ceresin, Citrullus Lanatus (Watermelon) Fruit Extract, Glyceryl Behenate/Eicosadioate, Isostearic Acid, Hibiscus Sabdariffa Flower Extract, Maltodextrin, Dehydroacetic Acid, Citric Acid, Titanium Dioxide, Propylene Glycol, Aqua/Water/Eau, Tocopherol, Malic Acid, Ascorbic Acid, Tartaric Acid, Crataegus Monogyna Flower Extract, Sodium Benzoate, Potassium Sorbate, Viola Tricolor Extract, Red 27 (CI 45410:1), Red 7 Lake (CI15850:1), Red 6 (CI15850), Fragrance/Parfum.	
","<span class=""product-rating rating stars-2""></span>"
24,Vitamin Micellar Wipes Soothe Calendula + Vitamin B3,"
	Ingredients

	
		Water, Cetearyl Isononanoate, Glycerin, Panthenol, Polysorbate 20, Sodium Citrate, Glyceryl Stearate, Cetearyl Alcohol, Ceteareth 20, Citric Acid, Ceteareth-12, Fragrance (Parfum), Calendula Officinalis Flower Extract, Niacinamide, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Disodium EDTA, Tocopheryl Acetate, Alpha Isomethyl-Ionone, Benzyl Salicylate, Citronellol, Hexyl Cinnamal, Limonene, Benzyl Alcohol, Linalool.	
","<span class=""product-rating rating stars-2""></span>"
25,Transform Plus Goodnight Glow Retin-ALT Sleeping Crème,"
	Ingredients

	
		Aqua/Water/Eau, Glycerin, Vitis Vinifera (Grape) Seed Oil, C12-15 Alkyl Benzoate, Dicaprylyl Carbonate, Butyrospermum Parkii (Shea) Butter, Cetearyl Alcohol, Lactic Acid, Glycolic Acid, Glyceryl Stearate, Potassium Hydroxide, Propanediol, Polysorbate 60, Panthenol, Dimethicone, Cetyl Alcohol, Parfum/Fragrance, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydroxyacetophenone, Bakuchiol, Leontopodium Alpinum Callus Culture Extract, Isohexadecane, Linoleic Acid, PEG-75 Stearate, Phenoxyethanol, Cetearyl Glucoside, Polysorbate 80, Steareth-20, Ceteth-20, Linolenic Acid, Xanthan Gum, Citric Acid, Ethylhexylglycerin, Enteromorpha Compressa Extract, Sorbitan Oleate, Santalum Album (Sandalwood) Extract, Chamomilla Recutita (Matricaria) Flower Extract, Saccharum Officinarum (Sugar Cane) Extract, Citrus Limon (Lemon) Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Leuconostoc/Radish Root Ferment Filtrate, Sodium Phytate, Silybum Marianum Fruit Extract, Ocimum Sanctum Leaf Extract, Tocopherol, Violet 2 (Ci 60730), Red 4 (Ci 14700), Limonene, Linalool, Citral.	
","<span class=""product-rating rating stars-2""></span>"
26,Transform Plus Glow Cycle Retin-ALT Power Serum,"
	Ingredients

	
		Aqua/Water/Eau, Propanediol, Glycerin, Squalane, Glycereth-26, Glyceryl Polyacrylate, Mica, Cetearyl Alcohol, Bakuchiol, Polyacrylate Crosspolymer-6, Dimethicone, Polyglyceryl-10 Laurate, Aminomethyl Propanol, Hydrolyzed Jojoba Esters, Phenoxyethanol, Hydroxyacetophenone, Parfum/Fragrance, Ceteareth-20, Glycolic Acid, Lactic Acid, Leontopodium Alpinum Callus Culture Extract, Caesalpinia Spinosa Fruit Extract, Cellulose Gum, Hibiscus Sabdariffa Flower Extract, Kappaphycus Alvarezii Extract, Silica, Glycyrrhiza Glabra (Licorice) Root Extract, Citrus Limon (Lemon) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Chamomilla Recutita (Matricaria) Flower Extract, Santalum Album (Sandalwood) Extract, Trisodium Ethylenediamine Disuccinate, Leuconostoc/Radish Root Ferment Filtrate, Xanthan Gum, Ethylhexylglycerin, Citric Acid, Limonene, Linalool, Citral, Titanium Dioxide (Ci 77891), Violet 2 (Ci 60730), Red 4 (Ci 14700).	
","<span class=""product-rating rating stars-2""></span>"
27,Teatreetment Toner,"
	Ingredients

	
		Anthemis Nobilis Flower Extract, Camellia Sinesis Leaf Extract, Glycyrrhiza Glabra (Licorice) Rhizome/Root, Hamamelis Virginiana (Witch Hazel) Extract, Sodium Citrate, Cinnamomum Zeylanicum Bark Extract, Pinus Pinaster Bark Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Ethylhexylglycerin, Citric Acid, Disodium EDTA, Hydrogenated Lecithin, Capryloyl Glycine, Hexylene Glycol, Octylododeceth-16, Allantoin, Sarcosine, Ceramide NP, Camphor, Carthamus Tinctorius (Sunflower) Seed Oil, 1,2-Hexanediol, Silica, Glycine Soja (Soybean) Sterols, Linoleic Acid, Phospholipids, 4-Terpineol, Methyl Methacrylate Crosspolymer, Salicylic Acid.	
","<span class=""product-rating rating stars-2""></span>"
28,Teatreetment Cleansing Foam,"
	Ingredients

	
		Melaleuca Alternifolia (Tea Tree) Leaf Extract, Water/Eau, Disodium Laureth Sulfosuccinate, Sodium Cocoyl Glutamate, Methylpropanediol, 1,2-Hexanediol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Salicylic Acid, Melaleuca Alternifolia (Tea Tree) Lead Oil, Centella Asiatica Extract, Ficus Carica (Fig) Fruit Extract, Polyglyceryl-10 Laurate, Anthemis Nobilis Flower Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Rhizome/Root, Amaranthus Caudatus Seed Extract, Ulmus Davidiana Root Extract, Hamamelis Virginiana (Witch Hazel) Extract, Undaria Pinnatifida Extract, Gloiopeltis Furcata Extract, Aloe Barbadensis Leaf Extract, Cinnamomum Zeylanicum Bark Extract, Pinus Pinaster Bark Extract, Butylene Glycol, Disodium EDTA, Hydrogenated Lecithin, Ceramide NP, Allantoin, Niacinamide, Silica, Capryloyl Glycine, Hexylene Glycol, Camphor, Sarcosine, 4-Terpineol, Methyl Methacrylate Crosspolymer.	
","<span class=""product-rating rating stars-2""></span>"
29,5% Caffeine Solution + Hyaluronic Acid Targeted Under Eye Serum,"
	Ingredients

	
		Aqua/Water/Eau, Propanediol, Caffeine, Glycerin, Butylene Glycol, Sodium Benzoate, Phenoxyethanol, Xanthan Gum, Ethylhexylglycerin, Disodium EDTA, Sodium Hyaluronate.	
","<span class=""product-rating rating stars-2""></span>"
30,3% Vitamin C Radiance Serum,"
	Ingredients

	
		Aqua (Water, Eau), Propylene Glycol, Glycerin, Vitis Vinifera (Grape) Oil, Dimethicone, Ascorbic Acid, Xanthan Gum, Polyacrylamide, C13-14 Isoparaffin, Sodium Benzoate, Potassium Sorbate, Laureth-7, Citrus Aurantium Dulcis (Orange) Peel Oil, Limonene, Sodium Hydroxide, Citral, Linalool, CI 77891 (Titanium Dioxide).	
","<span class=""product-rating rating stars-2""></span>"
31,12.5% Vitamin C Super Strength Formula Radiance Strength Serum,"
	Ingredients

	
		Aqua (Water, Eau), Propylene Glycol, Ascorbic Acid, Glycerin, Vitis Vinifera (Grape) Seed Oil, Dimethicone, Xanthan Gum, Polyacrylamide, C13-14 Isoparaffin, Sodium Benzoate, Potassium Sorbate, Laureth-7, Citrus Aurantium Dulcis (Orange) Peel Oil, Limonene, Sodium Hydroxide, Citral, Linalool. CI 77891 (Titanium Dioxide).	
","<span class=""product-rating rating stars-2""></span>"
